date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,hour,month_day,weekday,month,year
2012-10-03 08:00:00,0,57,56,4,321,4,4,278.12,0.0,0.0,1,Clear,sky is clear,6511,8,3,3,10,2012
2012-10-03 09:00:00,0,226,56,4,321,4,4,282.48,0.0,0.0,1,Clear,sky is clear,5471,9,3,3,10,2012
2012-10-03 12:00:00,0,86,55,4,320,3,3,291.97,0.0,0.0,1,Clear,sky is clear,5097,12,3,3,10,2012
2012-10-03 13:00:00,0,52,55,4,320,1,1,293.23,0.0,0.0,1,Clear,sky is clear,4887,13,3,3,10,2012
2012-10-03 14:00:00,0,273,55,4,320,4,4,294.31,0.0,0.0,1,Clear,sky is clear,5337,14,3,3,10,2012
2012-10-03 15:00:00,0,72,55,5,350,3,3,295.17,0.0,0.0,1,Clear,sky is clear,5692,15,3,3,10,2012
2012-10-03 16:00:00,0,254,55,4,320,1,1,295.13,0.0,0.0,1,Clear,sky is clear,6137,16,3,3,10,2012
2012-10-03 18:00:00,0,129,55,5,330,4,4,293.66,0.0,0.0,20,Clouds,few clouds,4623,18,3,3,10,2012
2012-10-03 19:00:00,0,271,48,7,330,1,1,290.65,0.0,0.0,20,Clouds,few clouds,3591,19,3,3,10,2012
2012-10-03 20:00:00,0,259,42,6,320,1,1,288.19,0.0,0.0,20,Clouds,few clouds,2898,20,3,3,10,2012
2012-10-03 21:00:00,0,61,33,5,340,8,8,287.1,0.0,0.0,1,Clear,sky is clear,2637,21,3,3,10,2012
2012-10-03 22:00:00,0,286,30,5,340,4,4,286.25,0.0,0.0,1,Clear,sky is clear,1777,22,3,3,10,2012
2012-10-03 23:00:00,0,151,33,3,340,9,9,285.26,0.0,0.0,1,Clear,sky is clear,1015,23,3,3,10,2012
2012-10-04 00:00:00,0,260,32,5,350,8,8,284.55,0.0,0.0,1,Clear,sky is clear,598,0,4,4,10,2012
2012-10-04 01:00:00,0,234,37,5,350,5,5,283.47,0.0,0.0,1,Clear,sky is clear,369,1,4,4,10,2012
2012-10-04 02:00:00,0,162,36,4,330,5,5,283.17,0.0,0.0,1,Clear,sky is clear,312,2,4,4,10,2012
2012-10-04 03:00:00,0,65,39,6,340,1,1,282.04,0.0,0.0,1,Clear,sky is clear,367,3,4,4,10,2012
2012-10-04 04:00:00,0,18,41,5,340,1,1,281.69,0.0,0.0,1,Clear,sky is clear,835,4,4,4,10,2012
2012-10-04 05:00:00,0,250,44,5,350,4,4,281.32,0.0,0.0,1,Clear,sky is clear,2726,5,4,4,10,2012
2012-10-04 06:00:00,0,173,44,4,340,4,4,280.74,0.0,0.0,1,Clear,sky is clear,5689,6,4,4,10,2012
2012-10-04 07:00:00,0,142,47,4,350,2,2,280.57,0.0,0.0,1,Clear,sky is clear,6990,7,4,4,10,2012
2012-10-04 08:00:00,0,90,50,4,360,5,5,281.86,0.0,0.0,1,Clear,sky is clear,5985,8,4,4,10,2012
2012-10-04 09:00:00,0,144,75,0,0,6,6,284.98,0.0,0.0,1,Clear,sky is clear,5309,9,4,4,10,2012
2012-10-04 10:00:00,0,143,57,0,0,8,8,289.18,0.0,0.0,1,Clear,sky is clear,4603,10,4,4,10,2012
2012-10-04 11:00:00,0,61,70,1,320,1,1,291.55,0.0,0.0,1,Clear,sky is clear,4884,11,4,4,10,2012
2012-10-04 12:00:00,0,211,93,0,0,4,4,294.97,0.0,0.0,1,Clear,sky is clear,5104,12,4,4,10,2012
2012-10-04 13:00:00,0,207,84,0,0,6,6,296.38,0.0,0.0,1,Clear,sky is clear,5178,13,4,4,10,2012
2012-10-04 14:00:00,0,115,75,0,0,7,7,297.32,0.0,0.0,1,Clear,sky is clear,5501,14,4,4,10,2012
2012-10-04 15:00:00,0,253,57,0,0,2,2,298.17,0.0,0.0,1,Clear,sky is clear,5713,15,4,4,10,2012
2012-10-04 16:00:00,0,242,53,1,63,5,5,298.06,0.0,0.0,20,Clouds,few clouds,6292,16,4,4,10,2012
2012-10-04 17:00:00,0,23,49,2,126,5,5,297.67,0.0,0.0,20,Clouds,few clouds,6057,17,4,4,10,2012
2012-10-04 18:00:00,0,234,45,3,190,5,5,296.36,0.0,0.0,40,Clouds,scattered clouds,4907,18,4,4,10,2012
2012-10-04 19:00:00,0,220,37,3,170,6,6,293.85,0.0,0.0,40,Clouds,scattered clouds,3503,19,4,4,10,2012
2012-10-04 20:00:00,0,210,28,3,190,5,5,292.43,0.0,0.0,40,Clouds,scattered clouds,3037,20,4,4,10,2012
2012-10-04 21:00:00,0,174,30,2,0,7,7,291.77,0.0,0.0,75,Clouds,broken clouds,2822,21,4,4,10,2012
2012-10-04 22:00:00,0,58,26,4,140,4,4,291.36,0.0,0.0,75,Clouds,broken clouds,1992,22,4,4,10,2012
2012-10-04 23:00:00,0,142,26,3,170,1,1,291.12,0.0,0.0,75,Clouds,broken clouds,1166,23,4,4,10,2012
2012-10-05 00:00:00,0,79,26,3,200,6,6,290.63,0.0,0.0,75,Clouds,broken clouds,627,0,5,5,10,2012
2012-10-05 01:00:00,0,128,30,3,180,9,9,290.46,0.0,0.0,40,Clouds,scattered clouds,388,1,5,5,10,2012
2012-10-05 03:00:00,0,148,34,2,150,4,4,289.26,0.0,0.0,0,Clear,sky is clear,368,3,5,5,10,2012
2012-10-05 05:00:00,0,252,41,2,140,7,7,283.21,0.0,0.0,75,Clouds,broken clouds,2489,5,5,5,10,2012
2012-10-05 06:00:00,0,190,47,3,140,3,3,282.24,0.0,0.0,90,Clouds,overcast clouds,5537,6,5,5,10,2012
2012-10-05 07:00:00,0,192,47,2,160,9,9,281.69,0.0,0.0,90,Clouds,overcast clouds,6628,7,5,5,10,2012
2012-10-05 08:00:00,0,59,47,2,160,9,9,280.57,0.0,0.0,90,Clouds,overcast clouds,5534,8,5,5,10,2012
2012-10-05 09:00:00,0,190,54,2,130,6,6,280.02,0.0,0.0,75,Clouds,broken clouds,5403,9,5,5,10,2012
2012-10-05 10:00:00,0,134,71,0,0,5,5,280.11,0.0,0.0,75,Clouds,broken clouds,4770,10,5,5,10,2012
2012-10-05 11:00:00,0,240,58,2,110,8,8,280.0,0.0,0.0,90,Clouds,overcast clouds,5217,11,5,5,10,2012
2012-10-05 12:00:00,0,12,76,2,150,9,9,280.53,0.0,0.0,90,Clouds,overcast clouds,5870,12,5,5,10,2012
2012-10-05 13:00:00,0,182,71,3,110,5,5,281.43,0.0,0.0,75,Clouds,broken clouds,5967,13,5,5,10,2012
2012-10-05 14:00:00,0,90,71,1,110,5,5,281.78,0.0,0.0,90,Clouds,overcast clouds,6108,14,5,5,10,2012
2012-10-05 15:00:00,0,284,76,2,110,3,3,281.91,0.0,0.0,90,Clouds,overcast clouds,6128,15,5,5,10,2012
2012-10-05 16:00:00,0,228,76,2,120,2,2,281.73,0.0,0.0,90,Clouds,overcast clouds,6069,16,5,5,10,2012
2012-10-05 17:00:00,0,149,71,1,110,9,9,281.42,0.0,0.0,90,Clouds,overcast clouds,6169,17,5,5,10,2012
2012-10-05 18:00:00,0,72,54,0,0,8,8,280.87,0.0,0.0,90,Clouds,overcast clouds,5384,18,5,5,10,2012
2012-10-05 19:00:00,0,36,45,2,160,2,2,280.15,0.0,0.0,90,Clouds,overcast clouds,4063,19,5,5,10,2012
2012-10-05 20:00:00,0,205,35,2,0,6,6,279.78,0.0,0.0,90,Clouds,overcast clouds,3364,20,5,5,10,2012
2012-10-05 21:00:00,0,161,27,4,160,9,9,279.65,0.0,0.0,75,Clouds,broken clouds,2971,21,5,5,10,2012
2012-10-05 22:00:00,0,261,25,4,180,4,4,279.22,0.0,0.0,40,Clouds,scattered clouds,2450,22,5,5,10,2012
2012-10-05 23:00:00,0,257,25,4,160,4,4,279.06,0.0,0.0,40,Clouds,scattered clouds,1832,23,5,5,10,2012
2012-10-06 00:00:00,0,163,23,5,150,6,6,278.81,0.0,0.0,90,Clouds,overcast clouds,1231,0,6,6,10,2012
2012-10-06 01:00:00,0,219,23,5,160,4,4,278.55,0.0,0.0,90,Clouds,overcast clouds,718,1,6,6,10,2012
2012-10-06 02:00:00,0,31,25,4,150,7,7,278.59,0.0,0.0,90,Clouds,overcast clouds,545,2,6,6,10,2012
2012-10-06 04:00:00,0,79,32,2,140,9,9,276.99,0.0,0.0,75,Clouds,broken clouds,411,4,6,6,10,2012
2012-10-06 05:00:00,0,28,30,3,130,7,7,276.35,0.0,0.0,20,Clouds,few clouds,688,5,6,6,10,2012
2012-10-06 06:00:00,0,110,37,3,130,1,1,275.4,0.0,0.0,1,Clear,sky is clear,1352,6,6,6,10,2012
2012-10-06 07:00:00,0,171,42,3,140,9,9,275.17,0.0,0.0,1,Clear,sky is clear,2072,7,6,6,10,2012
2012-10-06 08:00:00,0,148,45,5,140,3,3,274.99,0.0,0.0,1,Clear,sky is clear,3342,8,6,6,10,2012
2012-10-06 09:00:00,0,97,45,5,140,2,2,275.09,0.0,0.0,40,Clouds,scattered clouds,4258,9,6,6,10,2012
2012-10-06 10:00:00,0,46,48,5,140,2,2,276.88,0.0,0.0,20,Clouds,few clouds,4861,10,6,6,10,2012
2012-10-06 11:00:00,0,180,24,2,194,7,7,278.04,0.0,0.0,20,Clouds,few clouds,5191,11,6,6,10,2012
2012-10-06 12:00:00,0,269,24,0,248,6,6,279.08,0.0,0.0,40,Clouds,scattered clouds,5669,12,6,6,10,2012
2012-10-06 13:00:00,0,280,31,4,239,6,6,280.12,0.0,0.0,75,Clouds,broken clouds,5074,13,6,6,10,2012
2012-10-06 14:00:00,0,264,62,9,230,7,7,280.25,0.0,0.0,75,Clouds,broken clouds,5025,14,6,6,10,2012
2012-10-06 15:00:00,0,149,70,5,240,5,5,280.0,0.0,0.0,75,Clouds,broken clouds,5153,15,6,6,10,2012
2012-10-06 16:00:00,0,77,70,9,240,5,5,279.06,0.0,0.0,90,Clouds,overcast clouds,5024,16,6,6,10,2012
2012-10-06 17:00:00,0,77,70,8,250,1,1,278.91,0.0,0.0,90,Clouds,overcast clouds,4779,17,6,6,10,2012
2012-10-06 18:00:00,0,178,70,7,250,1,1,278.39,0.0,0.0,90,Clouds,overcast clouds,4362,18,6,6,10,2012
2012-10-06 19:00:00,0,114,61,9,250,8,8,278.16,0.0,0.0,90,Clouds,overcast clouds,3860,19,6,6,10,2012
2012-10-06 20:00:00,0,67,65,9,260,2,2,278.16,0.0,0.0,90,Clouds,overcast clouds,3160,20,6,6,10,2012
2012-10-06 21:00:00,0,196,70,8,250,1,1,277.93,0.0,0.0,90,Clouds,overcast clouds,2992,21,6,6,10,2012
2012-10-06 22:00:00,0,65,70,10,270,5,5,276.9,0.0,0.0,90,Clouds,overcast clouds,3202,22,6,6,10,2012
2012-10-06 23:00:00,0,13,70,12,260,5,5,276.34,0.0,0.0,75,Clouds,broken clouds,1941,23,6,6,10,2012
2012-10-07 00:00:00,0,294,70,10,260,2,2,276.11,0.0,0.0,75,Clouds,broken clouds,1233,0,7,7,10,2012
2012-10-07 03:00:00,0,26,70,12,270,6,6,275.73,0.0,0.0,90,Clouds,overcast clouds,323,3,7,7,10,2012
2012-10-07 04:00:00,0,246,70,8,260,7,7,275.65,0.0,0.0,90,Clouds,overcast clouds,312,4,7,7,10,2012
2012-10-07 05:00:00,0,259,70,7,270,4,4,275.51,0.0,0.0,75,Clouds,broken clouds,627,5,7,7,10,2012
2012-10-07 06:00:00,0,33,52,8,280,9,9,275.05,0.0,0.0,90,Clouds,overcast clouds,1508,6,7,7,10,2012
2012-10-07 07:00:00,0,125,52,8,290,3,3,274.77,0.0,0.0,90,Clouds,overcast clouds,1539,7,7,7,10,2012
2012-10-07 08:00:00,0,247,52,5,280,9,9,274.77,0.0,0.0,75,Clouds,broken clouds,2232,8,7,7,10,2012
2012-10-07 09:00:00,0,178,56,7,290,7,7,275.55,0.0,0.0,75,Clouds,broken clouds,4568,9,7,7,10,2012
2012-10-07 10:00:00,0,297,56,8,280,7,7,276.24,0.0,0.0,75,Clouds,broken clouds,4624,10,7,7,10,2012
2012-10-07 11:00:00,0,250,56,7,290,1,1,277.01,0.0,0.0,90,Clouds,overcast clouds,4529,11,7,7,10,2012
2012-10-07 12:00:00,0,299,56,9,270,5,5,277.43,0.0,0.0,90,Clouds,overcast clouds,5139,12,7,7,10,2012
2012-10-07 13:00:00,0,260,56,8,270,5,5,278.45,0.0,0.0,90,Clouds,overcast clouds,6640,13,7,7,10,2012
2012-10-07 14:00:00,0,174,28,8,275,8,8,279.27,0.0,0.0,90,Clouds,overcast clouds,6589,14,7,7,10,2012
2012-10-07 15:00:00,0,150,56,9,280,1,1,279.27,0.0,0.0,90,Clouds,overcast clouds,4429,15,7,7,10,2012
2012-10-07 16:00:00,0,129,60,7,280,7,7,279.44,0.0,0.0,90,Clouds,overcast clouds,4329,16,7,7,10,2012
2012-10-07 17:00:00,0,170,64,6,270,5,5,279.32,0.0,0.0,90,Clouds,overcast clouds,3833,17,7,7,10,2012
2012-10-07 18:00:00,0,114,69,5,260,4,4,279.27,0.0,0.0,90,Clouds,overcast clouds,4015,18,7,7,10,2012
2012-10-07 19:00:00,0,101,80,4,260,1,1,278.11,0.0,0.0,90,Clouds,overcast clouds,3382,19,7,7,10,2012
2012-10-07 20:00:00,0,213,80,5,250,2,2,276.79,0.0,0.0,75,Clouds,broken clouds,2815,20,7,7,10,2012
2012-10-07 21:00:00,0,49,60,7,280,4,4,275.73,0.0,0.0,90,Clouds,overcast clouds,2110,21,7,7,10,2012
2012-10-07 22:00:00,0,63,56,8,260,5,5,274.88,0.0,0.0,75,Clouds,broken clouds,1555,22,7,7,10,2012
2012-10-07 23:00:00,0,98,45,8,290,9,9,273.92,0.0,0.0,20,Clouds,few clouds,959,23,7,7,10,2012
2012-10-08 00:00:00,1,144,45,9,300,5,5,273.08,0.0,0.0,20,Clouds,few clouds,455,0,8,1,10,2012
2012-10-08 01:00:00,0,11,42,7,290,6,6,272.62,0.0,0.0,20,Clouds,few clouds,336,1,8,1,10,2012
2012-10-08 02:00:00,0,106,42,8,280,7,7,271.78,0.0,0.0,1,Clear,sky is clear,265,2,8,1,10,2012
2012-10-08 03:00:00,0,65,45,10,310,8,8,271.05,0.0,0.0,1,Clear,sky is clear,314,3,8,1,10,2012
2012-10-08 04:00:00,0,133,48,7,300,6,6,270.63,0.0,0.0,1,Clear,sky is clear,779,4,8,1,10,2012
2012-10-08 05:00:00,0,194,48,8,290,2,2,270.33,0.0,0.0,1,Clear,sky is clear,2571,5,8,1,10,2012
2012-10-08 06:00:00,0,134,52,6,290,6,6,269.61,0.0,0.0,20,Clouds,few clouds,5563,6,8,1,10,2012
2012-10-08 07:00:00,0,273,52,8,280,9,9,270.01,0.0,0.0,20,Clouds,few clouds,6676,7,8,1,10,2012
2012-10-08 08:00:00,0,200,56,7,300,4,4,271.23,0.0,0.0,20,Clouds,few clouds,5966,8,8,1,10,2012
2012-10-08 09:00:00,0,224,55,8,310,6,6,273.71,0.0,0.0,20,Clouds,few clouds,4832,9,8,1,10,2012
2012-10-08 10:00:00,0,230,55,6,300,4,4,276.77,0.0,0.0,20,Clouds,few clouds,4395,10,8,1,10,2012
2012-10-08 11:00:00,0,208,59,5,300,7,7,279.47,0.0,0.0,20,Clouds,few clouds,4411,11,8,1,10,2012
2012-10-08 12:00:00,0,183,62,5,300,1,1,279.84,0.0,0.0,1,Clear,sky is clear,4648,12,8,1,10,2012
2012-10-08 13:00:00,0,226,65,5,300,1,1,282.34,0.0,0.0,40,Clouds,scattered clouds,4602,13,8,1,10,2012
2012-10-08 14:00:00,0,215,69,5,300,9,9,282.94,0.0,0.0,40,Clouds,scattered clouds,5125,14,8,1,10,2012
2012-10-08 15:00:00,0,76,69,7,310,1,1,283.48,0.0,0.0,1,Clear,sky is clear,5502,15,8,1,10,2012
2012-10-08 16:00:00,0,183,69,5,320,5,5,284.33,0.0,0.0,1,Clear,sky is clear,5979,16,8,1,10,2012
2012-10-08 17:00:00,0,87,69,6,330,9,9,284.48,0.0,0.0,40,Clouds,scattered clouds,5663,17,8,1,10,2012
2012-10-08 18:00:00,0,51,74,4,320,1,1,284.23,0.0,0.0,40,Clouds,scattered clouds,4259,18,8,1,10,2012
2012-10-08 19:00:00,0,73,74,4,330,8,8,281.99,0.0,0.0,20,Clouds,few clouds,3069,19,8,1,10,2012
2012-10-08 20:00:00,0,208,69,5,330,6,6,279.81,0.0,0.0,1,Clear,sky is clear,2378,20,8,1,10,2012
2012-10-08 21:00:00,0,99,64,4,340,5,5,279.35,0.0,0.0,1,Clear,sky is clear,2030,21,8,1,10,2012
2012-10-08 22:00:00,0,16,55,6,340,5,5,278.9,0.0,0.0,1,Clear,sky is clear,1400,22,8,1,10,2012
2012-10-08 23:00:00,0,272,59,5,330,8,8,278.46,0.0,0.0,1,Clear,sky is clear,917,23,8,1,10,2012
2012-10-09 00:00:00,0,131,41,4,340,8,8,277.78,0.0,0.0,1,Clear,sky is clear,515,0,9,2,10,2012
2012-10-09 01:00:00,0,173,41,4,350,1,1,277.27,0.0,0.0,1,Clear,sky is clear,302,1,9,2,10,2012
2012-10-09 02:00:00,0,125,41,4,310,9,9,277.47,0.0,0.0,1,Clear,sky is clear,251,2,9,2,10,2012
2012-10-09 04:00:00,0,22,45,2,320,8,8,276.97,0.0,0.0,20,Clouds,few clouds,798,4,9,2,10,2012
2012-10-09 05:00:00,0,29,41,5,350,7,7,276.52,0.0,0.0,40,Clouds,scattered clouds,2678,5,9,2,10,2012
2012-10-09 06:00:00,0,210,38,3,350,8,8,276.6,0.0,0.0,40,Clouds,scattered clouds,5733,6,9,2,10,2012
2012-10-09 07:00:00,0,263,38,2,360,4,4,277.31,0.0,0.0,75,Clouds,broken clouds,6449,7,9,2,10,2012
2012-10-09 08:00:00,0,95,41,1,290,6,6,278.38,0.0,0.0,90,Clouds,overcast clouds,5765,8,9,2,10,2012
2012-10-09 09:00:00,0,189,48,1,270,3,3,279.35,0.0,0.0,90,Clouds,overcast clouds,5599,9,9,2,10,2012
2012-10-09 10:00:00,0,246,51,1,250,2,2,281.37,0.0,0.0,90,Clouds,overcast clouds,4534,10,9,2,10,2012
2012-10-09 11:00:00,0,70,59,0,0,4,4,283.11,0.0,0.0,90,Clouds,overcast clouds,4691,11,9,2,10,2012
2012-10-09 12:00:00,0,224,64,1,250,8,8,284.08,0.0,0.0,75,Clouds,broken clouds,5067,12,9,2,10,2012
2012-10-09 13:00:00,0,224,69,0,0,4,4,285.14,0.0,0.0,75,Clouds,broken clouds,5030,13,9,2,10,2012
2012-10-09 14:00:00,0,99,69,0,0,1,1,286.35,0.0,0.0,90,Clouds,overcast clouds,5300,14,9,2,10,2012
2012-10-09 15:00:00,0,105,69,1,220,6,6,287.23,0.0,0.0,100,Rain,light rain,5777,15,9,2,10,2012
2012-10-09 16:00:00,0,70,80,1,200,1,1,288.53,0.0,0.0,90,Clouds,overcast clouds,6349,16,9,2,10,2012
2012-10-09 17:00:00,0,65,79,1,200,8,8,290.37,0.0,0.0,90,Clouds,overcast clouds,6127,17,9,2,10,2012
2012-10-09 18:00:00,0,229,79,1,200,6,6,290.13,0.0,0.0,90,Clouds,overcast clouds,4460,18,9,2,10,2012
2012-10-09 19:00:00,0,103,74,2,230,6,6,288.86,0.0,0.0,75,Clouds,broken clouds,3418,19,9,2,10,2012
2012-10-09 20:00:00,0,49,74,0,0,4,4,287.36,0.0,0.0,90,Clouds,overcast clouds,2775,20,9,2,10,2012
2012-10-09 21:00:00,0,257,74,3,220,1,1,285.11,0.0,0.0,90,Clouds,overcast clouds,2306,21,9,2,10,2012
2012-10-09 22:00:00,0,226,51,5,230,2,2,283.46,0.0,0.0,90,Clouds,overcast clouds,1846,22,9,2,10,2012
2012-10-09 23:00:00,0,163,44,4,230,4,4,282.45,0.0,0.0,90,Clouds,overcast clouds,947,23,9,2,10,2012
2012-10-10 00:00:00,0,71,42,3,220,7,7,281.88,0.0,0.0,90,Clouds,overcast clouds,494,0,10,3,10,2012
2012-10-10 01:00:00,0,249,31,4,230,3,3,281.78,0.0,0.0,90,Clouds,overcast clouds,332,1,10,3,10,2012
2012-10-10 02:00:00,0,199,27,5,220,1,1,281.09,0.0,0.0,75,Clouds,broken clouds,261,2,10,3,10,2012
2012-10-10 03:00:00,0,155,31,4,210,5,5,281.17,0.0,0.0,90,Clouds,overcast clouds,361,3,10,3,10,2012
2012-10-10 06:00:00,0,19,25,4,210,3,3,281.25,0.0,0.0,92,Clear,sky is clear,5875,6,10,3,10,2012
2012-10-10 07:00:00,0,139,21,6,220,2,2,281.25,0.0,0.0,99,Rain,light rain,6793,7,10,3,10,2012
2012-10-10 07:00:00,0,69,23,3,220,3,3,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,6793,7,10,3,10,2012
2012-10-10 08:00:00,0,184,27,2,170,2,2,280.1,0.0,0.0,99,Rain,light rain,6283,8,10,3,10,2012
2012-10-10 08:00:00,0,82,33,3,150,7,7,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,6283,8,10,3,10,2012
2012-10-10 09:00:00,0,248,33,3,160,3,3,279.61,0.0,0.0,99,Rain,light rain,5680,9,10,3,10,2012
2012-10-10 09:00:00,0,188,36,3,170,6,6,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,5680,9,10,3,10,2012
2012-10-10 10:00:00,0,76,39,3,170,2,2,279.67,0.0,0.0,99,Clear,sky is clear,4632,10,10,3,10,2012
2012-10-10 11:00:00,0,90,45,2,130,2,2,280.19,0.0,0.0,1,Clear,sky is clear,4887,11,10,3,10,2012
2012-10-10 12:00:00,0,86,51,2,140,3,3,282.09,0.0,0.0,75,Clouds,broken clouds,5030,12,10,3,10,2012
2012-10-10 13:00:00,0,257,42,2,200,7,7,282.26,0.0,0.0,75,Clouds,broken clouds,5067,13,10,3,10,2012
2012-10-10 14:00:00,0,204,45,2,195,9,9,282.05,0.0,0.0,90,Clouds,overcast clouds,5227,14,10,3,10,2012
2012-10-10 15:00:00,0,77,48,3,190,2,2,281.59,0.0,0.0,90,Clouds,overcast clouds,5610,15,10,3,10,2012
2012-10-10 16:00:00,0,65,52,2,190,2,2,281.23,0.0,0.0,81,Clear,sky is clear,6286,16,10,3,10,2012
2012-10-10 18:00:00,0,108,52,2,180,8,8,282.6,0.0,0.0,81,Clear,sky is clear,4775,18,10,3,10,2012
2012-10-10 19:00:00,0,279,56,2,190,8,8,282.6,0.0,0.0,81,Clear,sky is clear,3340,19,10,3,10,2012
2012-10-10 20:00:00,0,85,52,3,170,7,7,282.6,0.0,0.0,81,Clear,sky is clear,3013,20,10,3,10,2012
2012-10-10 21:00:00,0,75,52,2,170,6,6,282.6,0.0,0.0,81,Clear,sky is clear,2603,21,10,3,10,2012
2012-10-10 22:00:00,0,42,49,3,150,9,9,282.6,0.0,0.0,81,Clear,sky is clear,1910,22,10,3,10,2012
2012-10-10 23:00:00,0,278,43,4,180,5,5,282.6,0.0,0.0,81,Clear,sky is clear,1037,23,10,3,10,2012
2012-10-11 01:00:00,0,39,43,4,180,4,4,273.9,0.0,0.0,1,Clear,sky is clear,347,1,11,4,10,2012
2012-10-11 03:00:00,0,35,43,5,170,4,4,274.4,0.0,0.0,75,Clouds,broken clouds,350,3,11,4,10,2012
2012-10-11 04:00:00,0,219,43,4,180,8,8,274.05,0.0,0.0,75,Clouds,broken clouds,850,4,11,4,10,2012
2012-10-11 05:00:00,0,278,41,5,200,5,5,273.71,0.0,0.0,40,Clouds,scattered clouds,2791,5,11,4,10,2012
2012-10-11 06:00:00,0,132,41,4,200,6,6,272.66,0.0,0.0,1,Clear,sky is clear,5809,6,11,4,10,2012
2012-10-11 07:00:00,0,42,27,5,210,1,1,272.65,0.0,0.0,1,Clear,sky is clear,6798,7,11,4,10,2012
2012-10-11 08:00:00,0,152,31,4,260,8,8,272.52,0.0,0.0,1,Clear,sky is clear,6304,8,11,4,10,2012
2012-10-11 09:00:00,0,154,36,6,280,8,8,275.19,0.0,0.0,20,Clouds,few clouds,5291,9,11,4,10,2012
2012-10-11 10:00:00,0,271,44,6,280,9,9,275.34,0.0,0.0,1,Clear,sky is clear,4638,10,11,4,10,2012
2012-10-11 14:00:00,0,14,47,7,300,8,8,284.1,0.0,0.0,50,Clear,sky is clear,5557,14,11,4,10,2012
2012-10-11 15:00:00,0,170,54,7,300,1,1,284.1,0.0,0.0,50,Clear,sky is clear,5818,15,11,4,10,2012
2012-10-11 16:00:00,0,153,53,2,290,2,2,283.78,0.0,0.0,75,Clouds,broken clouds,6272,16,11,4,10,2012
